"id","name","ofClientsYears","accountId","annualActualBudget","budgetRangeCalc","ediApproach","fullTimeStaffCount","fullTimeStaffRange","headOfOrgRaceEthnicity","organizationType","payorType","programCohort","programEngagement","serviceLevelOne","serviceLevelTwo","sponsor","surveyFrequency","createdDate","createdBy","lastModifiedDate","lastModifiedBy","systemModstamp"
a0u4T000006CIRBQA4,App-20221110-978,,"0011500001Qn5pEAAR",550000,<$1M,,4.0,<5,,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJGQQA2,Education,Student services,Episcopal Health Foundation,,"2022-11-10 20:24:10","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRCQA4,App-20221110-979,,"0011500001QnQlmAAF",2400000,$1M-$5M,,12.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJGRQA2,Community and economic development,Business and industry,Cisco Systems,,"2022-11-10 20:24:10","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRcQAO,App-20221110-1000,,"0011500001RPgbLAAT",423500,<$1M,,3.0,<5,,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJGUQA2,Public affairs,Leadership development,William and Flora Hewlett Foundation,,"2022-11-10 20:24:14","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRDQA4,App-20221110-980,,"0011500001QnRq5AAF",2196000,$1M-$5M,,27.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJGSQA2,Health,Mental health care,Episcopal Health Foundation,,"2022-11-10 20:24:10","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRdQAO,App-20221110-1001,,"0011500001Qn59wAAB",5056000,>$5M-$10M,,11.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJGXQA2,Community and economic development,Sustainable development,"Susan Stone, Private Donor",,"2022-11-10 20:24:14","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIREQA4,App-20221110-981,,"0011500001RPgKHAA1",3538000,$1M-$5M,,16.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJGTQA2,Public affairs,Leadership development,The JPB Foundation,,"2022-11-10 20:24:10","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIReQAO,App-20221110-1002,,"0011500001SfZ3XAAV",3521156,$1M-$5M,,15.0,"10-20",,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJGYQA2,Community and economic development,Employment (Economic development),GreenLight Fund,,"2022-11-10 20:24:14","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRfQAO,App-20221110-1003,,"0011500001HCGY1AAP",23396917,>$10M-$25M,,253.0,>100,,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJFvQAM,Human services,Targeted population support,The Chicago Community Trust,,"2022-11-10 20:24:14","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRgQAO,App-20221110-1004,,"0011500001HCGY2AAP",1219978,$1M-$5M,,7.0,"5-9",,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJFwQAM,Education,Education services,Weingart Foundation,,"2022-11-10 20:24:14","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRhQAO,App-20221110-1005,,"0011500001HCGY3AAP",6021106,>$5M-$10M,,25.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJFxQAM,Education,Education services,Edna McConnell Clark Foundation (EMCF),,"2022-11-10 20:24:14","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRiQAO,App-20221110-1006,,"0011500001HCGY4AAP",330051,<$1M,,4.0,<5,,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJFyQAM,Community and economic development,Community improvement,United Way of the Cape Fear Area,,"2022-11-10 20:24:14","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRjQAO,App-20221110-1007,,"0011500001HCGY7AAP",16234144,>$10M-$25M,,54.0,"41-60",,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJG0QAM,Community and economic development,Housing development,Sand Hill Foundation,,"2022-11-10 20:24:14","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRkQAO,App-20221110-1008,,"0011500001HCGY8AAP",6429333,>$5M-$10M,,57.0,"41-60",,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJG1QAM,Community and economic development,Community improvement,Ohio Capital Corporation for Housing,,"2022-11-10 20:24:14","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRlQAO,App-20221110-1009,,"0011500001HCGY9AAP",11836860,>$10M-$25M,,103.0,>100,,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJG2QAM,Community and economic development,Financial services,The PrivateBank,,"2022-11-10 20:24:14","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRmQAO,App-20221110-1010,,"0011500001HCGYAAA5",6692504,>$5M-$10M,,50.0,"41-60",,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJG3QAM,Community and economic development,Employment (Economic development),Edna McConnell Clark Foundation (EMCF),,"2022-11-10 20:24:14","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRnQAO,App-20221110-1011,,"0011500001HCGYBAA5",15600000,>$10M-$25M,,83.0,"61-100",,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJG4QAM,Health,Reproductive health care,Edna McConnell Clark Foundation (EMCF),,"2022-11-10 20:24:14","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRoQAO,App-20221110-1012,,"0011500001HCGYCAA5",18162059,>$10M-$25M,,102.0,>100,,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJG5QAM,Human services,Basic and emergency aid,Inasmuch Foundation,,"2022-11-10 20:24:14","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRpQAO,App-20221110-1013,,"0011500001HCGYDAA5",39207046,>$25M,,133.0,>100,,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJG6QAM,Human services,Basic and emergency aid,David and Lucile Packard Foundation,,"2022-11-10 20:24:14","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRqQAO,App-20221110-1014,,"0011500001HCGYEAA5",29114763,>$25M,,772.0,>100,,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJG7QAM,Human services,Targeted population support,Plough Foundation,,"2022-11-10 20:24:14","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRrQAO,App-20221110-1015,,"0011500001HCGYFAA5",12400000,>$10M-$25M,,88.0,"61-100",,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJG8QAM,Education,Education services,Edna McConnell Clark Foundation (EMCF),,"2022-11-10 20:24:14","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRsQAO,App-20221110-1016,,"0011500001HCGYGAA5",27980000,>$25M,,279.0,>100,,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJG9QAM,Health,Mental health care,Hartford Foundation for Public Giving,,"2022-11-10 20:24:14","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRtQAO,App-20221110-1017,,"0011500001HCGYHAA5",322500,<$1M,,2.0,<5,,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJGAQA2,Community and economic development,Community improvement,The Boston Foundation,,"2022-11-10 20:24:14","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRuQAO,App-20221110-1018,,"0011500001HCGYIAA5",18300000,>$10M-$25M,,44.0,"41-60",,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJGBQA2,Community and economic development,Financial services,Health Foundation for Western and Central New York,,"2022-11-10 20:24:17","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRvQAO,App-20221110-1019,,"0011500001K6sL0AAJ",2441768,$1M-$5M,,33.0,"21-40",,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJGCQA2,Human services,Shelter and residential care,W.K. Kellogg Foundation,,"2022-11-10 20:24:17","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRwQAO,App-20221110-1020,,"0011500001K6zNEAAZ",944594,<$1M,,8.0,"5-9",,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJGDQA2,Environment,Environmental justice,Rita Allen Foundation,,"2022-11-10 20:24:17","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRxQAO,App-20221110-1021,,"0011500001K8FdpAAF",4840858,$1M-$5M,,42.0,"41-60",,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJGEQA2,Community and economic development,Employment (Economic development),Edna McConnell Clark Foundation (EMCF),,"2022-11-10 20:24:17","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CIRyQAO,App-20221110-1022,,"0011500001HCGY0AAP",1549792,$1M-$5M,,7.0,"5-9",,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJFqQAM,Health,Reproductive health care,Plough Foundation,,"2022-11-10 20:24:17","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CITcQAO,App-20221110-1024,,"0011500001RPyrPAAT",4362838,$1M-$5M,,35.0,"21-40",,,Grant,a054T00000B1J9xQAF,a064T000001fJGVQA2,Human services,,The Whitman Institute,,"2022-11-10 20:41:09","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CiyQQAS,App-20221118-1149,"640","0014T00000Y1y4fQAB",1200000,$1M-$5M,0.0,6.0,"5-9",White,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T00000282zoQAA,Arts and culture,Visual arts,William Penn Foundation,Occasionally,"2022-11-18 01:23:16","0051C000008XsOpQAK","2023-01-21 00:33:03","0051C000008XsOpQAK","2023-01-21 00:33:03"
a0u4T000006CIZAQA4,App-20221110-1023,,"0011500001Kflm0AAB",464162,<$1M,,8.0,"5-9",,"501(c)3 public charity",Grant,a054T00000B1J9xQAF,a064T000001fJGHQA2,Human services,,Episcopal Health Foundation,,"2022-11-10 20:38:28","0051C000008XsOpQAK","2023-02-09 18:14:01","0051C000008XsOpQAK","2023-02-09 18:14:01"
a0u4T000006CJ4WQAW,App-20221110-1074,"30","0014T00000StMwJQAV",300000,<$1M,0.0,2.0,<5,Another race or ethnicity (please describe below):,,funder-sponsored,a054T00000B1ERfQAN,a064T000001fAW7QAM,Human services,Shelter and residential care,REDF,Regularly,"2022-11-10 21:17:52","0051C000008XsOpQAK","2023-02-10 20:01:52","0051C000008XsOpQAK","2023-02-10 20:01:52"
a0u4T000006CkagQAC,App-20221118-1159,"300","0014T00000StsgzQAB",5000000,$1M-$5M,0.0,60.0,"41-60",White,"501(c)3 public charity",funder-sponsored,a054T00000B1UAmQAN,a064T000001fGcwQAE,"Public safety, law, and justice",Criminal justice and re-entry services,Obama Foundation,Occasionally,"2022-11-18 18:48:34","0051C000008XsOpQAK","2023-01-20 23:55:26","0051C000008XsOpQAK","2023-01-20 23:55:26"
a0u4T000006CkB7QAK,App-20221118-1152,"800","0014T000009YzFoQAK",21400000,>$10M-$25M,0.0,71.0,"61-100",Asian or Asian American,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T00000283BJQAY,Human services,Human services management,Sobrato Philanthropies,Regularly,"2022-11-18 17:36:41","0054T0000025KzZQAU","2023-02-10 19:27:13","0051C000008XsOpQAK","2023-02-10 19:27:13"
a0u4T000006CkcwQAC,App-20221118-1160,"100","0014T00000Y0qlEQAR",1098182,$1M-$5M,0.0,10.0,"10-20",White,"501(c)3 public charity",self-pay,a054T00000B1UAmQAN,a064T00000282KrQAI,"Public safety, law, and justice",Legal services,,Regularly,"2022-11-18 18:56:24","0051C000008XsOpQAK","2023-01-21 00:55:11","0051C000008XsOpQAK","2023-01-21 00:55:11"
a0u4T000006CkeJQAS,App-20221118-1161,"50","0014T00000GGDu5QAH",3000000,$1M-$5M,0.0,10.0,"10-20",White,"501(c)3 public charity",self-pay,a054T00000B1UAmQAN,a064T00000282KwQAI,Community and economic development,Housing development,,Occasionally,"2022-11-18 19:01:32","0051C000008XsOpQAK","2023-02-10 17:29:02","0051C000008XsOpQAK","2023-02-10 17:29:02"
a0u4T000006CkgoQAC,App-20221118-1162,"900","0014T000009ZYrcQAG",4200000,$1M-$5M,0.0,6.0,"5-9",White,"501(c)3 public charity",self-pay,a054T00000B1UAmQAN,a064T0000027zowQAA,Education,Education services,,Regularly,"2022-11-18 19:07:22","0051C000008XsOpQAK","2023-02-09 21:26:50","0051C000008XsOpQAK","2023-02-09 21:26:50"
a0u4T000006CkikQAC,App-20221118-1163,"300","0014T00000Y0tnAQAR",997000,<$1M,0.0,3.0,<5,White,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T0000027zohQAA,Human services,Basic and emergency aid,The Heinz Endowments,Regularly,"2022-11-18 19:12:06","0051C000008XsOpQAK","2023-01-21 00:32:39","0051C000008XsOpQAK","2023-01-21 00:32:39"
a0u4T000006CklFQAS,App-20221118-1164,"100","0014T00000Y1HxAQAV",1200000,$1M-$5M,0.0,14.0,"10-20",White,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T00000280GWQAY,Arts and culture,Performing arts,William Penn Foundation,Occasionally,"2022-11-18 19:21:15","0051C000008XsOpQAK","2023-01-21 00:29:51","0051C000008XsOpQAK","2023-01-21 00:29:51"
a0u4T000006CkM6QAK,App-20221118-1155,"25000","0014T00000WRXfDQAX",20000,<$1M,0.0,0.0,,White,"501(c)3 public charity",self-pay,a054T00000B1UAmQAN,a064T000003CI6NQAW,Health,Public health,,Sometimes,"2022-11-18 18:15:35","0051C000008XsOpQAK","2023-01-20 23:57:23","0051C000008XsOpQAK","2023-01-20 23:57:23"
a0u4T000006CkMAQA0,App-20221118-1154,"1000","0014T00000WTfBhQAL",900000,<$1M,0.0,22.0,"21-40",White,"501(c)3 public charity",funder-sponsored,a054T00000B1UAmQAN,a064T000003CJyxQAG,Education,Vocational education,United Way of West Central Mississippi,Regularly,"2022-11-18 18:05:29","0051C000008XsOpQAK","2023-01-21 00:54:50","0051C000008XsOpQAK","2023-01-21 00:54:50"
a0u4T000006CkmSQAS,App-20221118-1165,"50","0014T00000Y16SwQAJ",100000,<$1M,0.0,7.0,"5-9",White,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T0000027zorQAA,Arts and culture,Arts services,William Penn Foundation,This will be our first time,"2022-11-18 19:25:03","0051C000008XsOpQAK","2023-01-21 00:29:42","0051C000008XsOpQAK","2023-01-21 00:29:42"
a0u4T000006CkRjQAK,App-20221118-1156,"100","0014T00000XIJTBQA5",50000,<$1M,0.0,2.0,<5,White,"501(c)3 public charity",self-pay,a054T00000B1UAmQAN,a064T000003CI6cQAG,Human services,Family services,,This will be our first time,"2022-11-18 18:25:40","0051C000008XsOpQAK","2023-01-21 00:54:59","0051C000008XsOpQAK","2023-01-21 00:54:59"
a0u4T000006CkV2QAK,App-20221118-1157,"200","0014T00000WRZLoQAP",1430000,$1M-$5M,0.0,4.0,<5,,"501(c)3 public charity",funder-sponsored,a054T00000B1UAmQAN,a064T000003CLfHQAW,Human services,Basic and emergency aid,Elkhart Community Foundation,This will be our first time,"2022-11-18 18:32:46","0051C000008XsOpQAK","2023-01-20 23:57:36","0051C000008XsOpQAK","2023-01-20 23:57:36"
a0u4T000006CkvFQAS,App-20221118-1169,"3500","0014T00000XI1JtQAL",1900000,$1M-$5M,0.0,19.0,"10-20",Hispanic or Latino/a/x,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T000003CJzMQAW,Health,Medical support services,Virginia G. Piper Charitable Trust,Sometimes,"2022-11-18 19:43:20","0051C000008XsOpQAK","2023-01-21 00:29:38","0051C000008XsOpQAK","2023-01-21 00:29:38"
a0u4T000006CkYBQA0,App-20221118-1158,"400","0014T00000BHpHYQA1",1969294,$1M-$5M,0.0,12.0,"10-20",White,"501(c)3 public charity",self-pay,a054T00000B1UAmQAN,a064T0000027zomQAA,Education,Adult education,,Regularly,"2022-11-18 18:40:47","0051C000008XsOpQAK","2023-02-09 21:26:50","0051C000008XsOpQAK","2023-02-09 21:26:50"
a0u4T000006Cl5eQAC,App-20221118-1171,"8000","0014T00000RCdwoQAD",11000000,>$10M-$25M,0.0,116.0,>100,,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T00000282d9QAA,Human services,Basic and emergency aid,Charles and Lynn Schusterman Family Foundation,Regularly,"2022-11-18 20:00:58","0051C000008XsOpQAK","2023-01-21 00:29:30","0051C000008XsOpQAK","2023-01-21 00:29:30"
a0u4T000006Cl5FQAS,App-20221118-1170,"92489","0014T00000UTZIKQA5",34551349,>$25M,0.0,282.0,>100,White,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T000003CJzRQAW,Human services,Basic and emergency aid,Communities Foundation of Texas,Occasionally,"2022-11-18 20:00:14","0051C000008XsOpQAK","2023-01-21 00:29:34","0051C000008XsOpQAK","2023-01-21 00:29:34"
a0u4T000006Cl6cQAC,App-20221118-1172,"300","0014T00000SsqdDQAR",17967576,>$10M-$25M,0.0,60.0,"41-60",White,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T00000282LBQAY,Education,Vocational education,Charles Schwab Bank,Regularly,"2022-11-18 20:02:46","0051C000008XsOpQAK","2023-01-21 00:29:25","0051C000008XsOpQAK","2023-01-21 00:29:25"
a0u4T000006Cl8JQAS,App-20221118-1173,"3600","0014T00000XmvQcQAJ",6000000,>$5M-$10M,0.0,34.0,"21-40",,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T000003CJyyQAG,Human services,Basic and emergency aid,Sobrato Philanthropies,Sometimes,"2022-11-18 20:05:05","0051C000008XsOpQAK","2023-01-21 00:29:21","0051C000008XsOpQAK","2023-01-21 00:29:21"
a0u4T000006Cl9HQAS,App-20221118-1174,"500","0014T00000XmuQ9QAJ",40000000,>$25M,0.0,350.0,>100,White,"501(c)3 public charity",funder-sponsored,a054T00000B1UB5QAN,a064T000003CJzHQAW,Human services,Targeted population support,Sobrato Philanthropies,Regularly,"2022-11-18 20:06:08","0051C000008XsOpQAK","2023-01-21 00:14:11","0051C000008XsOpQAK","2023-01-21 00:14:11"
a0u4T000006Cl9IQAS,App-20221118-1177,"1300","0014T00000Y16ATQAZ",3287000,$1M-$5M,0.0,5.0,"5-9",,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T00000282KmQAI,Community and economic development,Housing development,Sobrato Philanthropies,Sometimes,"2022-11-18 20:10:37","0051C000008XsOpQAK","2023-01-21 00:29:16","0051C000008XsOpQAK","2023-01-21 00:29:16"
a0u4T000006ClA5QAK,App-20221118-1175,"100","0014T00000SrVPXQA3",30000000,>$25M,0.0,11.0,"10-20",White,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T000003CI6IQAW,Community and economic development,Housing development,David and Lucile Packard Foundation,Regularly,"2022-11-18 20:07:31","0051C000008XsOpQAK","2023-02-28 22:19:14","0054T000001jUQ7QAM","2023-02-28 22:19:14"
a0u4T000006ClAyQAK,App-20221118-1176,"400","0014T00000Xnkm1QAB",3300000,$1M-$5M,0.0,18.0,"10-20",Black or African American,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T000003CLf2QAG,Human services,Targeted population support,Communities Foundation of Texas,This will be our first time,"2022-11-18 20:09:11","0051C000008XsOpQAK","2023-01-21 00:29:07","0051C000008XsOpQAK","2023-01-21 00:29:07"
a0u4T000006ClCuQAK,App-20221118-1178,"2800","0014T00000XmhMnQAJ",11531000,>$10M-$25M,0.0,70.0,"61-100",White,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T0000027yjTQAQ,Human services,Shelter and residential care,David and Lucile Packard Foundation,Occasionally,"2022-11-18 20:12:18","0051C000008XsOpQAK","2023-01-21 00:29:02","0051C000008XsOpQAK","2023-01-21 00:29:02"
a0u4T000006Clm4QAC,App-20221118-1188,"575","0014T00000Y22C7QAJ",89000000,>$25M,0.0,91.0,"61-100",White,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T00000283EEQAY,Community and economic development,Employment (Economic development),The James Irvine Foundation,Occasionally,"2022-11-18 21:08:25","0054T0000025KzZQAU","2023-01-21 00:27:06","0051C000008XsOpQAK","2023-01-21 00:27:06"
a0u4T000006ClPFQA0,App-20221118-1179,"200","0014T00000UUpeVQAT",9000000,>$5M-$10M,0.0,40.0,"21-40",Hispanic or Latino/a/x,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T000003CI6TQAW,Education,Equal opportunity in education,Younger Family Fund,Sometimes,"2022-11-18 20:31:14","0051C000008XsOpQAK","2023-02-28 22:25:54","0054T000001jUQ7QAM","2023-02-28 22:25:54"
a0u4T000006ClQDQA0,App-20221118-1180,"2500","0014T00000Y0stjQAB",4900000,$1M-$5M,0.0,33.0,"21-40",Black or African American,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T00000282L6QAI,Human services,Targeted population support,Sobrato Philanthropies,Regularly,"2022-11-18 20:32:34","0051C000008XsOpQAK","2023-01-21 00:30:09","0051C000008XsOpQAK","2023-01-21 00:30:09"
a0u4T000006ClQwQAK,App-20221118-1181,"60","0014T00000Y0rF1QAJ",2968481,$1M-$5M,0.0,14.0,"10-20",White,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T0000027yjEQAQ,Community and economic development,Community improvement,William Penn Foundation,Occasionally,"2022-11-18 20:33:37","0051C000008XsOpQAK","2023-02-28 22:21:59","0054T000001jUQ7QAM","2023-02-28 22:21:59"
a0u4T000006ClRQQA0,App-20221118-1182,"1500","0014T00000XmuPzQAJ",5500000,>$5M-$10M,0.0,16.0,"10-20",Asian or Asian American,"501(c)3 public charity",funder-sponsored,a054T00000B1UB5QAN,a064T000003CJzCQAW,Community and economic development,Employment (Economic development),Sobrato Philanthropies,Regularly,"2022-11-18 20:34:30","0051C000008XsOpQAK","2023-01-21 00:13:43","0051C000008XsOpQAK","2023-01-21 00:13:43"
a0u4T000006ClRRQA0,App-20221118-1183,"5000","0014T00000XnklmQAB",5000000,$1M-$5M,0.0,29.0,"21-40",Hispanic or Latino/a/x,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T000003CLexQAG,Health,Health care access,Sobrato Philanthropies,Sometimes,"2022-11-18 20:35:42","0051C000008XsOpQAK","2023-01-21 00:28:24","0051C000008XsOpQAK","2023-01-21 00:28:24"
a0u4T000006ClT8QAK,App-20221118-1185,"4500","0014T00000Y1R5dQAF",2900000,$1M-$5M,0.0,19.0,"10-20",White,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T00000280GbQAI,Arts and culture,Visual arts,William Penn Foundation,Regularly,"2022-11-18 20:38:50","0051C000008XsOpQAK","2023-01-21 00:27:25","0051C000008XsOpQAK","2023-01-21 00:27:25"
a0u4T000006ClTgQAK,App-20221118-1184,"3000","0014T00000Y1HtaQAF",497609,<$1M,0.0,2.0,<5,White,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T00000282L1QAI,Human services,Basic and emergency aid,Sobrato Philanthropies,Regularly,"2022-11-18 20:37:53","0051C000008XsOpQAK","2023-01-21 00:27:21","0051C000008XsOpQAK","2023-01-21 00:27:21"
a0u4T000006ClUyQAK,App-20221118-1186,"1000","0014T00000Y0rFGQAZ",645000,<$1M,0.0,6.0,"5-9",White,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T0000027yjJQAQ,Human services,Youth development,The Heinz Endowments,Sometimes,"2022-11-18 20:39:48","0051C000008XsOpQAK","2023-01-21 00:27:16","0051C000008XsOpQAK","2023-01-21 00:27:16"
a0u4T000006ClVIQA0,App-20221118-1187,"300000","0014T000009YxIgQAK",1700000,$1M-$5M,0.0,5.0,"5-9",White,"501(c)3 public charity",self-pay,a054T00000B1UAlQAN,a064T000003CI6SQAW,Human services,Human services information,,Occasionally,"2022-11-18 20:40:59","0051C000008XsOpQAK","2023-02-28 22:15:16","0054T000001jUQ7QAM","2023-02-28 22:15:16"
a0u4T000006CN1GQAW,App-20221111-1075,,"0011C00001r7NJ1QAM",11128119,>$10M-$25M,,55.0,"41-60",,,Grant,a054T00000B1JACQA3,a064T000001f9kwQAA,Human services,Shelter and residential care,Sunlight Giving,,"2022-11-11 19:53:22","0051C000008XsOpQAK","2023-02-10 17:37:45","0051C000008XsOpQAK","2023-02-10 17:37:45"
a0u4T000006Cn8zQAC,App-20221119-1189,"20","0014T00000Y23uiQAB",625842,<$1M,0.0,4.0,<5,Black or African American,"501(c)3 public charity",funder-sponsored,a054T00000B1UAlQAN,a064T00000283GXQAY,Community and economic development,Community improvement,The Heinz Endowments,Sometimes,"2022-11-19 15:49:02","0054T0000025KzZQAU","2022-12-07 22:55:30","0051C000008XsOpQAK","2022-12-07 22:55:30"
a0u4T000006CNu6QAG,App-20221111-1076,,"0011C00001ujfIVQAY",5263171,>$5M-$10M,,33.0,"21-40",,,Grant,a054T00000B1JACQA3,a064T000001fJR2QAM,Education,Student services,Sobrato Philanthropies,,"2022-11-11 21:14:47","0051C000008XsOpQAK","2023-02-09 21:03:30","0051C000008XsOpQAK","2023-02-09 21:03:30"
a0u4T000006CO3KQAW,App-20221111-1128,,"0011C00002WLydiQAD",3400000,$1M-$5M,,45.0,"41-60",,,,a054T00000B1FjmQAF,a064T000001f89QQAQ,Community and economic development,Employment (Economic development),,,"2022-11-11 21:39:22","0051C000008XsOpQAK","2023-02-10 17:37:45","0051C000008XsOpQAK","2023-02-10 17:37:45"
a0u4T000006CO3LQAW,App-20221111-1129,,"0011C00002WM8MlQAL",200000,<$1M,,3.0,<5,,,,a054T00000B1FjmQAF,a064T000001f89RQAQ,Human services,Family services,,,"2022-11-11 21:39:22","0051C000008XsOpQAK","2023-02-10 17:37:45","0051C000008XsOpQAK","2023-02-10 17:37:45"
